comment,VALUE
senang dan cepat dlm mengumpulkan poin.jadi smangat utk mendapt at reward..Thx jg uda diberi b day cake.,Positif
Buat apa ada aplikasi dan Starbucks card kalau sering offiline udah isi saldo jarang bisa dipakai :) Jadi harus debit atau cash :)),Negatif
Ok,Positif
Aplikasi keluar sendiri dan di coba masuk berulang kali g bisa.. padahal baru isi saldo lumayan.. gimana nich.. masa uang saya g bisa di pake dan hangus .,Negatif
"Dr pertama registrasi susah banget buat loginnya berusaha trus smpai bisa, ketika sudah bs malah logout dgn sendirinya trs masuk ataun sign up malah ga bisa2 trs.. Kesell bgt mnta buat password bru ttp aja susah.. Bikin emosi👎👎👎",Negatif
"Saya sangat suka dengan aplikasi yg di berikan, namun kenapa ya setelah di update malah tidak bisa terbuka kembali? Selalu ada pembeeitahuan maintenance padahal sudah di update. Mohon infonya. Terima kasih.",Positif
I can log in now after the new apps operated fully. Thank you..,Positif
Tambahin byk promo,Positif
Tiada hari tanpa starbucks..kopinya hmmm,Positif
Good service,Positif
"Abis di minta untuk upgrade, setelah udah aku upgrade harus login ulang, tapi email untuk no OTP nggak masuk ke email. Saya harus bagaimana?",Negatif
Susah untuk log in padahal sudah sign up Password nya juga susah buatnya,Negatif
Very good,Positif
Nice,Positif
Good,Positif
Nyaman buat nongkrong maniz sama keluarga,Positif
Aneh gak bisa kirim kode otp di sms. Padahal no nya sesuai.hhhh buat apa instal ginian. Bagusan aplikasi toko sebelah F*re coffe,Negatif
"Mau daftar tp ""failed to send OTP via SMS"", knp ya?",Negatif
Bagaimana menambah poin jika saya pesan lewat aplikasi ojek online? Mohon dijawab,Positif
Mantap,Positif
Hii Sturbuck.. Sy sudah berhasil SignUp. Tetapi saat mau Signin knp email dn passwd selalu gagal dengan reason email dan pass tidak match. Please di bantu,Negatif
mau login di hp pas uda masukan email dan password nya kan ada di send otp di email pas kita buka email buat liat otp nya dan balik ke aplikasi sbux malah keluar lagi.. gimana mau login balik klo gitu terus 😭,Negatif
Mempermudah cek reward. Thx,Positif
Ada bug di register form bagian date birth. Force close,Negatif
Menu2 nya gampang di mengerti. Tidak bertele2.,Positif
Mantap 👍,Positif
Great 👍👍👍👍👍,Positif
Saya senang pelayanan di starbucks Bg.Juntion Surabaya..very good 😎,Positif
Ok.. banyakin promo2 nya,Positif
Nice,Positif
Very good,Positif
Good program.....,Positif
Kalo bisa jgn ada biaya admin,Negatif
Ok good,Positif
Jelek banget apk nya,Negatif
"Sudah ganti password dan ""match"" tapi tetap tdk bisa sign in karena email dan password tdk sesuai (failure) :(. Padahal alamat email udah oke dan password sdh memenuhi syarat!",Negatif
Jadi lebih mudah untuk bertransaksi,Positif
Good,Positif
Nyaman dengan sajian caffee nya,Positif
Very usefull,Positif
lebih hemat pakai starback aplikasi,Positif
Ok,Positif
Good,Positif
Cukup membantu,Positif
Bagus....,Positif
bagus si aplikasi.starbuck cuman dh brp.hr ini ko aplikasi mengalami gangguan tolong d perbaiki donk mo beli pke aplikasi by reward jd gk bsa nih,Positif
"pengguna baru belum optimal dalam penggunaan, tetapi dari hasil penggunaan saat awal dan melihat aplikasinya lumayan bagus mudah, juga ada beberapa promonya yang cukup menarik mudah-mudahan akan terus dilakukan peningkatan khususnya kualitas layanan, promosi juga inovasi baru untuk aplikasinya juga promo-promonya yang lebih menarik",Positif
Tidaak bisa di buka Akun susah masuk,Negatif
Goood...,Positif
Kenapa udh di update ngga bisa di buka aplikasi sya,Negatif
Sangat membantu,Positif
"Baru pakai card & baru pertama kali tukar star, ee system sdh down...top up jg tidak bisa. Gimana ini starbuck padahal hari ini batas terakhr sy bisa rendeem? Bisa hangus dunk star sy",Negatif
Good,Positif
Good job,Positif
Oke bgt,Positif
Good,Positif
Tidak ada standar rasa manis di tiap2 gerainya. Beli java chip di gerai ini dan gerai itu beda manisnya. Ada yang manis bgt. Ada yang kurang manis.,Positif
"Poin nya di tambah dong,buat para driver onlene kalo blanja di starbucks",Positif
Disuruh update aplikasi..giliran di update malah down app nya.. Aku kasih bintang 5 kalo sistem nya sudah diperbaiki,Negatif
saya tambahin jd bintang 5 kalau bisa topup lewat aplikasi ini lgsg pakai kartu debit/kredit.....,Positif
Semangat utk semuanya REKAN2 SUKSES.,Positif
Applikasi ini susah dalam regristrasi dan untuk kartu saya yg tidak memiliki barcode pada kartunya praktis applikasi ini hanya bisa di gunakan untuk topup,Negatif
Pelayanan nya mantap n murah senyum,Positif
👍👍👍,Positif
Ok,Positif
Nice,Positif
Baik sekalu,Positif
Ok lah,Positif
Love Banget,Positif
"Payah ,gangguan terus setiap mau payment , saldo di card jadi mandat ga kepake ,di uangkan ga bisa",Negatif
Good lah!!,Positif
"Gak jelas, diupdate malah gak bisa dibuka aplikasinya 👎",Negatif
good,Positif
Kopinya rasanya mantap dan enak.,Positif
Gk bisa log in... padahal baru top up,Negatif
Aplikasi memeber yg sangat comersil!,Negatif
Bagus,Positif
kemudahan bertransaksi semua Starbucks Indonesia dalam satu aplikasi tanpa harus bawa kartu,Positif
Like,Positif
"Sy penikmat signature coklat, jadi cuma itu yg sy pesan tiap ke Starbucks. Sdikit komplen, blom ada standar rasa khusus signature coklat, baik itu hot maupun cold. Di gerai yg satu rasanya trlalu manis, pernah jg agak tawar. Harapan sy ke depannya ada semacam standar rasa yg kalo abis minum di gerai manapun bawaannya puas. Gitu deh 😉",Positif
"Jelas, mudah, secure",Positif
Sangat informatif dan membantu saya,Positif
Ok memuaskan,Positif
"Ini aplikasi ribet dari awal register, padahal applikasi lain yang lebih kompleks aja gak harus pakai special character buat password-nya dan itu yg nantinya membuat saat login lupa password paling sering ya karena special character dan uppercase/hurufbesar. Saya sdh coba berkali kali register alias sign up. Masa perintahnya card number or pin wrong. Padahal saya sangat yakin baca dan input 16 digit card number serta 8 digit security code (aplikasinya udh mengunci digit card num and sec code).",Negatif
"Kok saya tidak bisa sign up ya , pas pencet date of birth keluar sendiri??!!!",Negatif
Good,Positif
Udah dpt kartu nya tapi susah banget masuk pasword @mail nya salah mulu padahal udah sesuai tapi tetep ga bisa,Negatif
Ok,Positif
Mau daftar aja suruh bikin password nya susah minta ampun.. Busetttttt,Negatif
Bodoh apk.,Negatif
Love it,Positif
"Kok saya enggak bisa sign in ya? Kode verifikasi nya belum dikirim terus, sudah 5 kali mencoba. Padahal email nya sudah di refresh bbrp kali tp kode verifikasi blm dikirim. Tlg tindak lnjt nya y.",Negatif
"topup saldo via aplikasi dipermudah dengan OVO,DANA atau GoPaY ,,inovasi lah masi jalan ditempat terus",Negatif
Kenapa saya download apliksi gak bs kebuka ya? Dan sy login by web juga gak bs2 apakah akun sy sdh exp?,Negatif
Mau sing up starbucks card di bagian tanggal lahir kok keluar sendiri ? Mohon bantuannya.,Negatif
ini si mempermudah nih udah gitu kalau rewards nya udh terkumpul dpt gartisannya hehee,Positif
Okay bgt,Positif
ga jls bikin password nya ga bisa eror terus ga jls bikin kesel...!!!!,Negatif
Cukup puass,Positif
"Registrasi card nya kebanyakan eror, terus sudah jadi registrasi di web nya, terus mau login katanya email salah. Bikin pusing aja",Negatif
Waooooh..,Positif
incredible,Positif
Aplilasinya terhenti pd saat isi tgl lahir,Negatif
Susah daftarnya percuma beli kartu starbucks tp gak bisa lihat reward d aplikasi,Positif
Oke,Positif
Ribet bgt sama Bikin password 😔 dari sabar sampai emosi😌😣😏😒😤,Negatif
Aq dpt starbuck card tpi ga bsa di daftarin... huhuhu...setiap masukin birth of date a Automatically keluar system... Apakah berpengaruh dr OS atau jenis HP..? Tolong di bantu yaa...,Negatif
Mantap,Positif
Best application,Positif
Pelayanan vang prima,Positif
"Beli & byar pake member card, tp reward poin gak ada yg masuk aneh. Apakah karna aplikasi log out (otomatis) trs?",Negatif
Sangat enak kopi nya,Positif
Napa kok error ya,Positif
Gd,Positif
Okok,Positif
Very good,Positif
"Saya suka asian dolce latte, rasanya sesuai dengan selera anak muda, walaupun saya sudah berumur",Positif
Wow,Positif
Oke,Positif
Ok,Positif
Ok,Positif
MANTAP,Positif
"""Sayangnya server saat ini tidak tersedia atau sibuk, silakan coba lagi."" Tidak berguna. 👎",Negatif
Goid,Positif
Ngga web ngga aplikasi susah banget buat log in hrs cek otp di email. Ribet.!,Negatif
ga bisa sign up,Positif
good,Positif
Ok,Positif
ok,Positif
Enak buat nongkrong,Positif
Oke Puas Keren,Positif
Tmpt paling Ok untuk meeting,Positif
Why I can't sign in and sign up...damn !!!,Negatif
Dulu seneng banget bisa liat reward sekarang susah. Os yang dibawah 6.0 gabisa pake aplikasi sbux. Mungkin tim IT starbucks mesti di perbaiki. Harusnya mau os berapa aja bisa. Mengecewakan!!!,Negatif
Baik,Positif
Oke,Positif
Sturbucks is good,Positif
Ga bs sign in ...trllu ribet sm passwordnya'ngebingungin..aneh,Negatif
Ok,Positif
Seneeeng,Positif
"Ok,saya senang kopi sturbuck",Positif
Tidak bisa sign up ketika mau fill in date of birth,Negatif
Kenapa sekarang apk nya gak bisa di buka?,Negatif
Ok,Positif
ga bisa sign up kombinasi password susah,Negatif
Good,Positif
Bagus,Positif
🖤🖤🖤🖤,Positif
Good,Positif
ok,Positif
Starbuck good place to meet,Positif
Starbucks tempat santai yg nyaman sambil minun makan,Positif
good service and taste,Positif
Mantap,Positif
Great coffee,Positif
Bagus,Positif
Nice,Positif
"aneh gabisa sign in padahal biasanya bisa, reward juga mendadak hilang, saldo juga menjadi 0 padahal seharusnya ada 100k lebih",Negatif
Nice coffee and its services,Positif
Ok,Positif
Minumanny enak...dan seru,Positif
nice apps..!,Positif
Mantab,Positif
Mantap.,Positif
Aneh saya enggak bisa kebuka aplikasinya si.udah berulang kali di hapus lalu di download tetep saya enggak bisa masuk ke aplikasinya,Negatif
"Maaf, kegunaan card nya itu apa ya ? Gak jelas banget... Udah di daftarkan, smpai apps nya sy download, bleh di cek saldo sy brp sy isi dan bs tiap hr sy minum coffe di starbucks, tapi point 1 pun gd muncul di apps sy... Maaf kbetulan kasir di 1 starbucks gk tau klu sy sdah download.. kliatan bnget itu kasir ngira sy bego. Jelasin dong apa kegunaan card nya... Spya dpt points ? Gd muncul points nya smpek detik ini 🤷",Negatif
Dari kemarin mau update kenapa ga bisa yah ? Padahal udah pake wifi atau jaringan seluler tapi loading terus menerus Saya jadi tidak bisa lihat bintang di kartu saya sudah berapa 😭,Negatif
Good,Positif
Suka menggunakannya krn lebih mudah dan praktis,Positif
Berikan bonus dong,Positif
"Luar biasa, sangat membantu dan inovatif",Positif
Mantap,Positif
"Udah update, tapi ga bisa dibuka server selalu sibuk. Menyebalkan!!",Negatif
Siip,Positif
Mantabz,Positif
Ok,Positif
Mantul,Positif
ok,Positif
Mantavv selalu ada promo everyday kereen go starbuck,Positif
Ok,Positif
Saya suka starbuck,Positif
Good,Positif
Mantapp,Positif
Okey bgt,Positif
MANTAB BON,Positif
Good place,Positif
"Susah login, setiap login wajib masukin user password jadi ribet kalo lupa...kombinasi password susah...kalo bisa dibuat sekali login and save password... Top up susah melalui m bangking Tetap semangat...",Negatif
Masokk,Positif
Mantap jiwa,Positif
"Cepat, bermanfaat",Positif
Mantap,Positif
Service good,Positif
Bagus gak perlu repot bawa kartu..,Positif
Okeeeee,Positif
Membantu saat transaksi,Positif
good,Positif
Mantap,Positif
Nice,Positif
Baik,Positif
Keren!!!,Positif
👍👍👍,Positif
Startbucks Mantul selalu kasih promo buy 1 get 1😘😘,Positif
"Aplikasinya sangat membantu, gak harus bawa starbucks card kemana-mana, cukup scan barcode di appnya aja. Terus kita juga tau berapa starbucks reward kita 👍👍",Positif
Good 👍,Positif
good,Positif
Good coffee,Positif
Bagus dan mudah,Positif
Terima kasih Starbuck,Positif
Sudah bisa,Positif
Good,Positif
Nice,Positif
Ok,Negatif
Luar biasa ....starbuck,Positif
Best apps,Positif
Is oke,Positif
Banyak promo dan bonusnya,Positif
Kerennnnnn,Positif
👍🏿👍🏾👍🏼👌,Positif
Mantap,Positif
Sangat bagus. Pengunaan mudah.,Positif
"Aplikasi ini sangat membantu customer Starbuck mendapat informasi mengenai produk, promo dan status membership.",Positif
Nice,Positif
Ok,Positif
"Great Application! Go Ahead always,,",Positif
cakeeeeeppppp,Positif
Good,Positif
Excellent aplikasi..,Positif
credit card for register? i dont have credit card,Negatif
Bisa ga dimurahin dikit :V,Positif
"Mau ngisi tanggal lahir..langsung app berhenti , uda diulangi 3x",Negatif
Ribet amat sih loginnya.,Negatif
Good and fast,Positif
Top,Positif
"Pada saat proses Sing up, input passwordnya di persulit. Sangat tidak membantu. Sudah beberapa kali coba tapi tetap gagal.",Negatif
Good Respon,Positif
Puas,Positif
Susah tau daftarnya pasukin paspon ya ribet tau,Negatif
Keseringan Promo Pertanda Harga Mulai Mahal,Negatif
Sering dapat reward...kereen,Positif
sbuck is the best.,Positif
alangkah,Negatif
recommended? exactly!,Positif
minuman yg paling aq sukaa... hampir semuanya 👍👍👍👌,Positif
"mei kmrn eror gk bs login,br jg brp bulan lancar skrg eror lg tiba2 singout sndiri gt..mw login email pass bnr gk mau..",Negatif
"sangat mudah dan cepat proses daftarnya, yang lemot dan gak bisa daftar berarti hp kelen kurang adanya jaringan internet😁",Positif
kenapa keluar mulu sih pas ngisi data tanggal lahir??,Negatif
tidak bisa login. kode otp tidak pernah terkirim ke email.,Negatif
gimana cara masuknyaaaa heyy ku udah ganti kata sandi 3 kali biar bisa masuk tapi gabisaaa plis deh kaga usahh ribettt napa pusing aing tehh,Negatif
💪,Positif
bikin paswordnya ribet bgt susah kalau lupa,Negatif
membernya suruh top up dulu... 😁,Negatif
"ini gimana si? ko lama sekali menerima smsnya,tolong diperbaiki.",Negatif
susahhhhhh,Negatif
kenapa setiap mau masuk selalu force close...ampe lelah sy masukin nya....tolong di perbaiki...,Negatif
cool,Positif
good,Positif
Starbucks card sering error' Aplikasi Taek ketika rewards melimpah mesti error GxxxxL,Negatif
"kok gabisa sih,padahal number card dah bener dibilang salah",Negatif
sumpah nih aplikasi super ribet...mau daftar aja banyak permintaannya..Wajib ADA KARTU KREDIT disimpan di databasenya..mungkin mau dibuat carding ya datanya?! PADAHAL BISA PAKE OPSI PEMBAYARAN LAIN!!! TERLALU KAKU PERATURAN YG DIBUAT STARBUCKS KARENA GAK FLEKSIBEL PEMBAYARANNYA !!!,Negatif
keren,Positif
kenapa saldo kartu sy ter top up sendiri? sy top up sekali tp setiap sy buka aplikasinya saldo sll bertambah tanpa sy top up,Negatif
good,Positif
duh susah ya masukin nya padahal sudah masukin email nya tapi ko enga mau masuk ya mohon bantuan nya dong,Negatif
no. kartu yang diminta itu no. kartu apaan?,Negatif
knp susah bgt buat sign up?,Negatif
good,Positif
kok gabisa kebuka ya apk nya,Negatif
good,Positif
ribet,Negatif
mantabb,Positif
bagus bangettt...keren,Positif
suka banget! semoga makin banyak reward dan promosi,Positif
im happy,Positif
good,Positif
cok,Positif
ok,Positif
sudah sering terlout sendiri tolong diperbaiki,Negatif
sangat berguna,Positif
baik,Positif
saya sdh pasang APLNY..tp g bisa k buka..mau daftar..kcw klo kaya gini..mau daftar keluar sndiri.,Negatif
"knp gak bsa sign up.. setiap mau input date birtday, langsung keluar.. gmn nch,,,?",Negatif
knapa susah bnget sih baru mw daftar doank password hrus begini bgtu...ribet,Negatif
Reward nya suka ga masuk,Negatif
kok ga bisa masuk sich?? padahal email dan passwordnya sdh benar. ada yg tahu ga kenapa seperti itu??,Negatif
udah daftar dan sudah bisa di gunakan kartunya kenapa pas masuk aplikasi gak bisa. mohon dijelaskan,Negatif
"gak bisa sign up, mau isi tgl lahir malah keluar2 mulu, app terhenti bla bla. mohon solusinya",Negatif
dr td di permasalahkam sola sandi,Negatif
"kenapa gak bisa masuk,pas mau isi data langsung keluar.",Negatif
"saya sudah sign in, email sama password udah bener ko masih kaga bisa si? tolong dong dibantu",Negatif
lebih cepat lebih baik,Negatif
"sudah bagus.. saran aja di bagian menu, merchandise-nya di update dong sama kasih info harganya juga..",Negatif
aku sk banget,Positif
kenapa ngga bisa login ya?,Negatif
ok bgt,Positif
good...,Positif
hp ga di root di bilang root. perbaiki detector nya . Sy pke mbanking jg lanjay .,Negatif
ok,Positif
lebih gampang,Positif
siplah,Positif
"Bagaimana nich sign in ga bisa invalid terus, padahal email sama pass sudah bener banget, sayang dah reward n point gw, hadeh tolong dunk dibenerin lagi nich apk, geje",Negatif
"saya tidak bisa sign in. padahal email password sudah benar, dan sudah diganti.. masih tidak bisa masuk.. mohon bantuan nya🙏",Negatif
susah amat masukny padahal aku sudah buat no id tp katany tidak benar. mohon pencerahannya.,Negatif
saya suka,Positif
bagus bermanfaat,Positif
tolong donk bisa topup card pakai mbanking dgn minimal nominal nya di bawah 100k,Negatif
minta tolong nih kenapa disuruh masukin kode otp nya ?,Negatif
baru instal tp gk bisa msk,Negatif
Error sign up melulu,Negatif
cool,Positif
mau tulis tanggal lahir malah keluar trus capek deh,Negatif
good job,Positif
sign up ga bs dgn alsn pasword email???,Negatif
"aplikasi gaje, masuk via browser bisa tp via aplikasi malah invalid",Negatif
"oke banget ni,",Positif
oke,Positif
keren,Positif
input tgl lhir ja g bs ..kluar aplikasi,Negatif
ini security codenya gimana kak?,Negatif
Oke banget!,Positif
uda download mala nga bisa reg berulang2 gagal terus gimana nih,Negatif
good aplication,Positif
👍👍👍👍,Positif
"kasih 3 * dulu, top up pakai cc sudah nga bisa, bisanya pakai debit or cash di kasir ora mantap!!! 🤔untung reward masih banyak, jd bisa minum gratissss😁😁",Negatif
Excellent!,Positif
great,Positif
I love sturbucks!,Positif
love coffee,Positif
kenapa aku ga bisa masuk ?! padahal email dan pasword nya udh bener . tolong di jelaskan !,Negatif
memudahkan kalo lupa bawa sbux card,Positif
good,Positif
mudah dipake,Positif
love,Positif
wow,Positif
tolong jangan verifikasi lewat email karna menyusahkan. lebih baik seperti dulu saja.,Negatif
sipppp,Positif
sangat bagus,Positif
kenapa keluar sendirii tolong perbaikii,Negatif
bermanfaat,Positif
"Tidak bisa sign up, setiap mau isi tanggal lahir, lgsung eror n keluar dr aplikasi.. bagaimana ini mau aktivasi kartu nya.. Lalu pembuatan password juga agak rumit, gagal terus.. terlalu bnyak jenis tanda, angka n huruf yg diminta.. bisa2 saya lupa.. Mohon segera di benahi.. tx.",Positif
masih nyobain,Positif
"baru mau sign up udah eror tiba tiba back sendiri,, duh",Negatif
"Aplikasi Fitur bagus, mudah digunakan, Star Reward juga bagus, 🙏🙏👍",Positif
kenapa pas mau sign up selalu bilang card number or pin is incorrect ?? padahal udah sesuai dgn yg di kartu membernya,Negatif
kenapa say tidak bisa login terus ya,Negatif
gunanya aplikasi ini apa kalo enggak berfungsi?,Negatif
begitu mau masukin tgl lahir langsung keluar dengan sndiri nya...tolong di perbaiki,Negatif
ga bisa daftar:'( pasword nya selalu aja dibilang harus menggunkan ini tidak boleh lebih dari ini harus 8 setelah diikutin sama aja ga bisa bisa bagaimana ini caranya?!! sumpah bikin password aja ribet banget,Negatif
good,Positif
ko ga bs aja ya sign up,Negatif
apaan ga bisa daftar setiap ngetik tanggal lahir keluar mulu apk ga guna ini mah,Negatif
sign up error trs waktu pengisian tgl lahir,Negatif
"service baik,,ramah",Positif
"baru ke tanggal lahir langsung keluar aja, PAYAH",Negatif
"3 dulu ,, baru mau daftar sudah terhenti",Negatif
mo isi det of berd kluwar ndiri..perbaiki ni bug nyaaaaahhhhhhhhh..las ap det okt 18..hadeuuhhh klamaann lom up det april19 skrg,Negatif
"Saya mendapatkan kartu & no registrasi dr Starbuck, sdh instal aplikasi tapi tidak dapat diaktifkan. Pada saat sign up mengisi lengkap sesuai petunjuk (passwrd jg sdh alphabet & numeric) tetap GAGAL terus. Padahal sy aktivis Starbucks, my fav Asian Dolce yg menemani bekerja & perjalanan (meski beli hanya seminggu sekali)",Negatif
bagus,Positif
selalu gagal saat ingin membuat akun,Negatif
thanks Starbucks Citraland Grogol Jakarta Barat... ternyata d kartuku byak gratisannya sampai belasan😊😘😍,Positif
merasa nyaman minum kopi sambil mengerjakan kerjaan kuliah atau kantor,Positif
Lumayan,Positif
aplikasi gak jelas.....di isi data langsung keluar lagi dr aplikasi.....minta Vendor segera memperbaikinya....,Negatif
Kasih gamenya disini juga dong,Positif
sudah berapa kali ngisi tapi kartu saya tidak pernah dapet reward..knp ya ???,Negatif
"ini gimana ceritanya pas saya daftar tanggal lahir saya itu 10 april, pas accountnya udah jadi malah berubah jadi tanggal 1",Negatif
"selalu salah password, pdhal gak pernah ganti2 password kenapaa susah bgt sih....",Negatif
Lebih baik untuk pembayaran melalui aplikasi kerja sama dengan OVO dan Gopay agar mempermudah konsumen masa kalah sama Fore Coffee yang sangat memudahkan konsumen-nya.,Negatif
good serve,Positif
saat tgl lahir dimasukan tidak bisa... mohon bantuannya,Negatif
kenapa saat penggisian tanggal lahir selalu error. tolong di perbaiki saya mau cek reward kesulitan. kalo sudah di perbaiki saya kasi 5star.,Negatif
ini bgai mna mau pindah kan ke akun pay pal sy,Positif
"gak bisa daftarnya, password nya gmn sih udh berkali2 selalu gak bisa. di web jg susah",Negatif
kenapa harus pakai kartu kredit atau atm. kasian kalau yang belum punya. tolong lah.,Negatif
kenapa pada saat mau memasukan tgl lahir selalu mental keluar. sudah dicoba berkali kali tetap mental keluar pada saat mau memasukan tgl lahir,Negatif
nice,Positif
bagusss,Positif
"admin maaf kenapa ya ko sekarang sering error, setiap saya transaksi stars saya gak pernah masuk? tolong di perbaiki servernya min",Negatif
hidup modern,Positif
"kenapa pas isi pasword gagal terus, dan pas masukan date brithday keluar sendri hedeuh .....",Negatif
nice,Positif
"gak guna bngt, sign up aja susah bngt",Negatif
knapa aplikasi pas mau buka slalu blank ngak bisa masuk tolong dibenerin appnya,Negatif
awesome!,Positif
ini knp g bsa kebuka ych aplikasinya,Negatif
ADl. TIO. FIDAUS. PUTRAH. KELAS. 12. PESIN. 1,Positif
"tidak bisa berjalan aplikasinya, selalu keluar dengan sendirinya saat mengisi biodata",Negatif
iyaa nih kenapa pas mau isi date of birth tiba tiba keluar dengan sendiri nya?? kayak nya gak cuma saya aja deh?! tolong di perbaiki yaa 😊 kan jadi nya rugi hehe. thanks 😊,Negatif
"ini maksud apa sih? saya kartunya mandiri tapi pas top-up ga bisa trus karena ""deny by bank bni [05] bla bla"" maksudnya gimanasih? saya mau top aja ga bisa aduh heran ini. solusinya gimana???",Negatif
aku mskin password email ko gaisa..kasih cara dong,Negatif
payah susah masuk register. udh coba 5x. pas ngisi tgl lahir lgsg kluar apps otomatis.,Negatif
"aplikasi sampah, ga bisa lanjut stlh isi form tgl lahir",Negatif
payah,Negatif
kagak bisa login payah,Negatif
kenapa setiap mau isi tanggal lahir langsung keluar dgn otomatis,Negatif
good excellent,Positif
"Aplikasi lancar. Cuma org bodoh yg ngasal ngasih rate cuma gara2 gagal signup. developer sdh maksimal ngasih interface, cuma usernya aja yg bloon.",Positif
"kenapa keluar saat masukin data lahir,gmn ini.sia sia toup up",Negatif
"ringankan lg,,aplikasi berat",Negatif
saya suka dengan aplikasii ini kayaa anjjjjiiiiiiing,Negatif
sering eror ni apl,Negatif
Knp pas mau input tgl lahir aplikasi langsung keluar? registrasi kartu melalui web pun ga bisa2,Negatif
"tampilan koleksi kartu sudah bagus, hanya saja aplikasi sering 'crash' bahkan sampai ter log out. pada jaringan internet cepat pun, loading saldo tergolong lambat. semoga kedepannya bisa lebi baik. sukses selalu",Positif
siiiiop,Positif
good,Positif
good,Positif
mau sign up security code hrs character. tp tampilan layar hanya huruf. jd harus bagaimana inputnya?,Negatif
"knp saya setelah sesi tanggal lahir keluar dengan sendirinya tolong dong di jawab pertanyaan "" konsumen yg komen klu gini terus rugi di kita para konsumen padahal udah top up 200rb pula tapi gak bisa log in",Positif
"sudah lengkap masukin data semua, tetep aja gak bisa sign in.. gimana ini??? cape mengulangi masukin data trsssss",Negatif
eror banget sih ini app gabisa dibuka,Negatif
setiap dibagian date of birth otomatis keluar. tidak bisa sign up,Negatif
koq gak bisa daftar ya...cape deh udah top up 100rb kartu nya ga bisa di daftar.... gimana dong,Negatif
saat pengisian tgl lahir aplikasi keluar sendiri sdh berkali kali buka. bagaimana ini log in seterusnya. ga diteruskan,Negatif
"Makin jelek, berkali kali ganti password padahal udah bener tp dibilang salah email atau password, dulu bisa langsung di gunakan, entah kenapa sekarang malah ga bisa dibuka",Negatif
lagi error hari ini tolong d perbaiki,Negatif
Sebelum release tidak ditest terlebih dahulu sepertinya ada bug yang sangat fatal. Ketika anda isi birthdate pada sign up app selalu stop working.,Negatif
forced closed saat mau mengisi tanggal lahir di Sign Up,Negatif
There is no birthday promo,Negatif
kenapa mau sign up ngga bisa selalu keluar otomatis klo pas ngeklik tanggal lahir ? udh di instal ulang ttp aja kaya gt,Negatif
Lemot banget gak ngerti sinyal padahal bagus mengapa aplikasi sangat susah terlebih untuk methode top up melalui aplikasi ini.,Negatif
Kok gak bisa sig up,Negatif
kenapa aplikasinya tdk mau terbuka yaa pdhal saya sdh update di play store?? whats happend saya tanya kasir starbucks mrk jg gak ngerti jwbnya.! gak jelas nih,Negatif
belum bisa sign up data.. aplikasi playback terus..,Negatif
Tidak bisa digunakan aplikasi ini,Negatif
Ap,Negatif
The best ever,Positif
Sampah pecat aja IT goblok mu,Negatif
Suka banget,Positif
Love it!!!,Positif
Saya tidak bisa sign up,Negatif
App gk bisa.. Erorrr.. Setiap isi form.. Ketutup langsung.,Negatif
Kok point mendapatkan star nya makin ribet ya??? Enakan versi yg sebelum ini. Mendapatkan reward lebih mudah dan oke. Lu tau aja ini kan indonesia jgn bikin yg ribet2 lah. Kenalin dong pasar anda dimana,Negatif
Tolonflg perbaiki sistem sign up anda yng sering terputus,Negatif
Lifestyle menikmati se-cup Kopi,Positif
Mantap,Positif
saya sudah sigh up tapi ketika masuk lagi tidak bisa sign in😭,Negatif
"Gak bisa di buka apkny, padahal signal 4g normal buat main ragnarok bisa cuman ini aja ga mau buka dgn alasan signal.. Tlg perbaikin.. Thx",Negatif
Mau sign up koq ga bs ya saat memasukkan biodata lgsg keluar otomatis dan terulang terus jd nya tetep ga bs sign up,Negatif
"Loginnya susah,, error mulu,,, alasan koneksi, padahal koneksi saya bagus. Kalau kayak gini, percuma saya download, klau ga bisa di pakai.",Negatif
Sangat membantu,Positif
"password lama dgn digit panjang, terbatas dgn digit baru 12. auto uninstall",Negatif
Good,Positif
Mantap... :),Positif
aplikasi tai,Negatif
App tdk bisa.,Negatif
Ok,Positif
Setelah di upgrade jadi g bisa di buka. Gimana nih???,Negatif
Not bad,Positif
Mau tau menu2 di Starbucks,Negatif
Payah. Kalo mau upgrade besar2an siapin dulu dari jauh hari. Banyak bug gini. Bisa login di web gabisa login di applikasi. Jadi gabisa di pake akun gua. Udah hub cs juga tetep aja masih eror ni akun.,Negatif
Kok pencapaian starnya makin ribet,Negatif
Kok sy udh ga bsa login lgi? Dan karakter password kurang... waduh gmn sih? Katanya ada peningkatan,Negatif
"Kenapa jumlah karakter password tidak bisa lebih dari 13karakter, pasword saya totalnya 15 karakter.. dan sudah saya reset pasword saya jadi kurang dari 13 karakter di web, dan berhasil.. lalu 1 jam kemudian saya coba masuk lewat aplikasi yang diperbarui, malah invalid terus atau gagal terus.. bisanya cuma lewat web saja.... Tolong dong starbuck rekrut IT yang handal, jangan terlampau BODOH..",Negatif
"After last update, can't login anymore, i must reset my old password to solved it. But Another problem comes.. i can't log in to the app with error message ' Your Device Is Rooted, Can't sign in with this device '... What happened with Starbucks ????? I'm Indonesian...",Negatif
Tolong perbaiki apk . Jdi payah klo error terus,Negatif
Bagus,Positif
Kok jadi ribet,Positif
Good,Positif
